candidate_id,source,composer_normalized,title,actual_grade,actual_grade_source,predicted_grade,model_version,p_G3,p_G5,p_G6,p_G7,p_G8,p_G9
guitarloot:Scores/LyraViol/2.29.PavinGtr.iPad,guitarloot,William Corkine,Pavin 2.29,8,delcamp:guitarloot,6,dummy-v0,0.010,0.305,0.314,0.214,0.157,0.000
guitarloot:Scores/LyraViol/2.30.AlmaineGtr.iPad,guitarloot,William Corkine,Almaine 2.30,8,delcamp:guitarloot,8,dummy-v0,0.016,0.274,0.152,0.270,0.288,0.000
guitarloot:Scores/LyraViol/25.26.Question&AnswerGtr,guitarloot,Tobias Hume,25/26 A Question and an Answer,7,delcamp:guitarloot,7,dummy-v0,0.001,0.210,0.319,0.328,0.142,0.000
guitarloot:Scores/LyraViol/42PavinGtriPad,guitarloot,Tobias Hume,42 A Pavin,7,delcamp:guitarloot,7,dummy-v0,0.009,0.280,0.299,0.303,0.109,0.000
guitarloot:Scores/LyraViol/46CHPavanGtr.iPad,guitarloot,Tobias Hume,46 Captain Hume's Pavan,7,delcamp:guitarloot,7,dummy-v0,0.001,0.290,0.185,0.300,0.222,0.001
guitarloot:Scores/LyraViol/AlmaineGtr.Sherl.iPad,guitarloot,Joseph Sherlie,Almaine,7,delcamp:guitarloot,8,dummy-v0,0.004,0.123,0.111,0.206,0.540,0.016
guitarloot:Scores/LyraViol/AnonVar,guitarloot,Anon,Variations,7,delcamp:guitarloot,8,dummy-v0,0.000,0.069,0.025,0.188,0.533,0.186
guitarloot:Scores/LyraViol/DovehouseAGtr,guitarloot,Alfonso Ferrabosco the younger,The Dovehouse Pavan,7,delcamp:guitarloot,7,dummy-v0,0.003,0.071,0.344,0.355,0.227,0.000
guitarloot:Scores/LyraViol/DovehouseGtr,guitarloot,Alfonso Ferrabosco the younger,The Dovehouse Pavan,7,delcamp:guitarloot,8,dummy-v0,0.001,0.049,0.193,0.323,0.433,0.000
guitarloot:Scores/LyraViol/GalliardGtr.Sherl.iPad,guitarloot,Joseph Sherlie,Galliard,7,delcamp:guitarloot,8,dummy-v0,0.002,0.125,0.122,0.194,0.536,0.021
guitarloot:Scores/LyraViol/GoodAgaineGtr,guitarloot,Tobias Hume,Good Againe,7,delcamp:guitarloot,7,dummy-v0,0.000,0.089,0.227,0.640,0.044,0.000
guitarloot:Scores/LyraViol/GoodAgaineGtrDArr.iPad,guitarloot,Tobias Hume,Good Againe,7,delcamp:guitarloot,7,dummy-v0,0.000,0.093,0.123,0.623,0.161,0.000
guitarloot:Scores/LyraViol/HolstoneGtr.iPad,guitarloot,Tobias Hume,The Duke of Holstone's Almayne,7,delcamp:guitarloot,5,dummy-v0,0.002,0.458,0.294,0.118,0.126,0.002
guitarloot:Scores/LyraViol/HumorousPavinGtr.iPad,guitarloot,Tobias Hume,A Humorous Pavin,7,delcamp:guitarloot,5,dummy-v0,0.001,0.328,0.193,0.192,0.186,0.101
guitarloot:Scores/LyraViol/LachLyraGGtrAS,guitarloot,Anonymous setting of Dowland's Lachrimae,Lachrimae Pavan,7,delcamp:guitarloot,8,dummy-v0,0.000,0.034,0.039,0.309,0.538,0.079
guitarloot:Scores/LyraViol/MyHopeGtr.iPad,guitarloot,Tobias Hume,My Hope is Decayed,7,delcamp:guitarloot,7,dummy-v0,0.002,0.142,0.224,0.472,0.160,0.000
guitarloot:Scores/LyraViol/OldHumorGtrAS,guitarloot,Tobias Hume,The Old Humor,7,delcamp:guitarloot,7,dummy-v0,0.000,0.242,0.080,0.494,0.182,0.002
guitarloot:Scores/LyraViol/PavFarrantGtr,guitarloot,Daniel Farrant,Pavin,7,delcamp:guitarloot,8,dummy-v0,0.006,0.150,0.159,0.240,0.446,0.000
guitarloot:Scores/LyraViol/PavinGtr.Sherl.iPad,guitarloot,Joseph Sherlie,Pavin,7,delcamp:guitarloot,8,dummy-v0,0.003,0.261,0.203,0.207,0.325,0.001
guitarloot:Scores/LyraViol/PostNagGtr,guitarloot,Simon Ives,Post Nag,7,delcamp:guitarloot,5,dummy-v0,0.002,0.309,0.234,0.285,0.170,0.000
guitarloot:Scores/LyraViol/PrelAireGtrF,guitarloot,Anon. - from a Lyra Viol MS in,Prelude and Aire,7,delcamp:guitarloot,5,dummy-v0,0.014,0.368,0.200,0.199,0.216,0.003
guitarloot:Scores/LyraViol/Prelude32Gtr,guitarloot,Simon Ives,Prelude 32,7,delcamp:guitarloot,8,dummy-v0,0.124,0.216,0.204,0.216,0.239,0.001
guitarloot:Scores/LyraViol/TouchGtr.iPad,guitarloot,Tobias Hume,Touch Me Lightly,7,delcamp:guitarloot,5,dummy-v0,0.054,0.437,0.235,0.109,0.161,0.004
guitarloot:Scores/LyraViol/ViolPieceRevGtr,guitarloot,Carl Friedrich Abel,Untitled Piece,7,delcamp:guitarloot,7,dummy-v0,0.000,0.165,0.178,0.316,0.161,0.181
guitarloot:Scores/LyraViol/WalsinghamLV.iPad,guitarloot,Anon,Walsingham,7,delcamp:guitarloot,6,dummy-v0,0.002,0.151,0.348,0.318,0.181,0.000
guitarloot:Scores/Mercure/AlmaineGtrMercure,guitarloot,Jean Mercure,Almaine,5,delcamp:guitarloot,7,dummy-v0,0.002,0.256,0.145,0.305,0.251,0.041
guitarloot:Scores/Mercure/GigGtrArr,guitarloot,Dietrich Steffkins,'Gig',5,delcamp:guitarloot,5,dummy-v0,0.003,0.413,0.191,0.153,0.240,0.000
guitarloot:Scores/Mercure/SarabandMercure,guitarloot,after Jean Mercure,Saraband (Mercure),5,delcamp:guitarloot,5,dummy-v0,0.000,0.497,0.221,0.247,0.034,0.000
guitarloot:Scores/Mercure/SarabandMercureDRev,guitarloot,Jean Mercure,Sarabande,5,delcamp:guitarloot,5,dummy-v0,0.000,0.662,0.113,0.225,0.000,0.000
guitarloot:Scores/Mercure/SarabandMercureERev,guitarloot,Jean Mercure,Sarabande,5,delcamp:guitarloot,5,dummy-v0,0.000,0.651,0.102,0.247,0.000,0.000
guitarloot:Scores/Miscellaneous/Branle2Gtr.AS,guitarloot,Attr. Jakub Polak,Branle 2,6,delcamp:guitarloot,7,dummy-v0,0.001,0.252,0.271,0.382,0.091,0.001
guitarloot:Scores/Miscellaneous/BranleSN.Gtr.AS,guitarloot,Jakup Polak,"Branle I, de St. Nicolas",6,delcamp:guitarloot,7,dummy-v0,0.003,0.264,0.303,0.324,0.104,0.002
guitarloot:Scores/Miscellaneous/Courante2c.Gtr.AS,guitarloot,Jakub Polak,Courante 2c,6,delcamp:guitarloot,8,dummy-v0,0.001,0.116,0.243,0.182,0.448,0.011
guitarloot:Scores/Miscellaneous/Fantasia04,guitarloot,Jakub Polak,Fantasia 04,6,delcamp:guitarloot,6,dummy-v0,0.017,0.144,0.391,0.220,0.227,0.000
guitarloot:Scores/Miscellaneous/Fantasia14Gtr,guitarloot,Jakub Polak,Fantasia 14,6,delcamp:guitarloot,8,dummy-v0,0.001,0.264,0.172,0.225,0.334,0.004
guitarloot:Scores/Miscellaneous/FantasiaAdGtrAS,guitarloot,Emmanuel Adriaenssen,Fantasia No. 1,7,delcamp:guitarloot,6,dummy-v0,0.070,0.114,0.422,0.295,0.086,0.014
guitarloot:Scores/Miscellaneous/Fillette1PAGtr,guitarloot,Jakub Polak,Une Jeune Fillette,6,delcamp:guitarloot,7,dummy-v0,0.001,0.009,0.341,0.629,0.019,0.000
guitarloot:Scores/Miscellaneous/Fillette2PAGtr,guitarloot,Jakub Polak,Une Jeune Fillette,6,delcamp:guitarloot,6,dummy-v0,0.006,0.064,0.428,0.370,0.131,0.000
guitarloot:Scores/Miscellaneous/Galliard1ArrAS,guitarloot,Jakub Polak,Galliard 1,6,delcamp:guitarloot,8,dummy-v0,0.009,0.087,0.344,0.181,0.351,0.028
guitarloot:Scores/Miscellaneous/Galliard2Gtr,guitarloot,Jakub Polak,Galliard 2,6,delcamp:guitarloot,5,dummy-v0,0.010,0.363,0.265,0.166,0.196,0.001
guitarloot:Scores/Miscellaneous/Galliard3AGtr.iPad,guitarloot,Jacob Polak,Galliard 3,6,delcamp:guitarloot,7,dummy-v0,0.001,0.289,0.221,0.355,0.131,0.002
guitarloot:Scores/Miscellaneous/GrayGtr,guitarloot,John Coprario,Gray's Inn the First,8,delcamp:guitarloot,5,dummy-v0,0.013,0.436,0.301,0.115,0.121,0.013
guitarloot:Scores/Miscellaneous/Preludium1,guitarloot,Jakub Polak,Preludium 1,6,delcamp:guitarloot,7,dummy-v0,0.000,0.303,0.240,0.384,0.073,0.000
guitarloot:Scores/Miscellaneous/Preludium3Gtr,guitarloot,Jakub Polak,Preludium 3,6,delcamp:guitarloot,8,dummy-v0,0.034,0.161,0.287,0.146,0.370,0.002
guitarloot:Scores/Miscellaneous/SarabandegtrfAS,guitarloot,Jakub Polak,Sarabande,6,delcamp:guitarloot,7,dummy-v0,0.000,0.164,0.244,0.405,0.186,0.001
guitarloot:Scores/Miscellaneous/SarabandegtriPad,guitarloot,Jakub Polak,Sarabande,6,delcamp:guitarloot,7,dummy-v0,0.000,0.161,0.241,0.414,0.183,0.000
guitarloot:Scores/Miscellaneous/Volte2.Gtr.AS,guitarloot,Jakub Polak,Volte 2,6,delcamp:guitarloot,8,dummy-v0,0.004,0.220,0.255,0.227,0.294,0.001
guitarloot:Scores/Miscellaneous/Volte6Gtr,guitarloot,Jakub Polak,Volte 6,6,delcamp:guitarloot,5,dummy-v0,0.002,0.454,0.245,0.159,0.139,0.001
guitarloot:Scores/OtherMusic/10AirGtr,guitarloot,Henry Purcell,Air,7,delcamp:guitarloot,5,dummy-v0,0.001,0.509,0.113,0.377,0.000,0.000
guitarloot:Scores/OtherMusic/174IrishDumpGtr,guitarloot,Anon,The Irish Dumpe,7,delcamp:guitarloot,8,dummy-v0,0.002,0.161,0.280,0.254,0.303,0.000
guitarloot:Scores/OtherMusic/41.CorantGtr,guitarloot,Henry Purcell,Corant,7,delcamp:guitarloot,5,dummy-v0,0.000,0.672,0.067,0.261,0.000,0.000
guitarloot:Scores/OtherMusic/42.AlmandGtr,guitarloot,Henry Purcell,Almand,7,delcamp:guitarloot,5,dummy-v0,0.008,0.538,0.222,0.212,0.019,0.000
guitarloot:Scores/OtherMusic/AireDminGtr,guitarloot,Henry Purcell,Aire in D minor,7,delcamp:guitarloot,5,dummy-v0,0.003,0.439,0.152,0.406,0.000,0.000
guitarloot:Scores/OtherMusic/ChaconneBDGtrAS,guitarloot,Joseph Bodin de Boismortier,Chaconne,7,delcamp:guitarloot,7,dummy-v0,0.000,0.036,0.220,0.569,0.157,0.018
guitarloot:Scores/OtherMusic/Dido2GtrD,guitarloot,Henry Purcell,Dido's Lament,7,delcamp:guitarloot,6,dummy-v0,0.000,0.031,0.585,0.326,0.054,0.003
guitarloot:Scores/OtherMusic/GroundGamutGtrAS,guitarloot,Henry Purcell,A Ground in Gamut,7,delcamp:guitarloot,5,dummy-v0,0.001,0.491,0.210,0.298,0.001,0.000
guitarloot:Scores/OtherMusic/HornpipeGtr,guitarloot,Daniel Purcell,Hornpipe,7,delcamp:guitarloot,6,dummy-v0,0.033,0.251,0.346,0.179,0.191,0.000
guitarloot:Scores/OtherMusic/MinuetGtr,guitarloot,Daniel Purcell,Minuet,7,delcamp:guitarloot,8,dummy-v0,0.009,0.243,0.269,0.170,0.309,0.000
guitarloot:Scores/OtherMusic/Sarabande%20D'AmourGtrArr,guitarloot,Dieterich Buxtehude,Sarabande d'Amour,7,delcamp:guitarloot,8,dummy-v0,0.004,0.260,0.235,0.176,0.325,0.000
guitarloot:Scores/OtherMusic/SarabandeiPad,guitarloot,Daniel Purcell,Sarabande,7,delcamp:guitarloot,5,dummy-v0,0.034,0.433,0.244,0.090,0.198,0.001
guitarloot:Scores/OtherMusic/SefauchiGtrArr,guitarloot,Henry Purcell,Sefauchi's Farewell,7,delcamp:guitarloot,8,dummy-v0,0.035,0.180,0.248,0.185,0.352,0.000
guitarloot:Scores/ScotsMusic/BeckGreenSleevesGtr.iPad,guitarloot,"Balcarres Lute Book, ""Mr. Beck""",Greensleeves,6,delcamp:guitarloot,6,dummy-v0,0.000,0.225,0.261,0.253,0.260,0.000
guitarloot:Scores/ScotsMusic/BeckTarphickenGtr,guitarloot,"Balcarres Lute Book, ""Mr. Beck""",Tarphicken,6,delcamp:guitarloot,5,dummy-v0,0.005,0.513,0.221,0.170,0.087,0.004
guitarloot:Scores/ScotsMusic/BobBeckGtr.iPad,guitarloot,"Balcarres Lute Book, ""Mr. Beck""","When she came in, she bobbed",6,delcamp:guitarloot,5,dummy-v0,0.002,0.652,0.131,0.215,0.000,0.000
guitarloot:Scores/ScotsMusic/BuckSarabCombGtr,guitarloot,Balcarres Lute Book,Buckingham's Saraband,6,delcamp:guitarloot,9,dummy-v0,0.018,0.054,0.258,0.149,0.170,0.350
guitarloot:Scores/ScotsMusic/CanarioBalcarresAS,guitarloot,John McLauchland,"The Canaries, the old way",6,delcamp:guitarloot,8,dummy-v0,0.073,0.220,0.217,0.071,0.410,0.010
guitarloot:Scores/ScotsMusic/HelenD.iPad,guitarloot,David Grieve,I wish I were where Helen Lies,6,delcamp:guitarloot,5,dummy-v0,0.030,0.456,0.276,0.102,0.135,0.001
guitarloot:Scores/ScotsMusic/JeanMoreBalcarresAS,guitarloot,Balcarres Lute Book,"Minuet Jean More, Mr Beck's Way",6,delcamp:guitarloot,8,dummy-v0,0.001,0.265,0.205,0.185,0.344,0.000
guitarloot:Scores/ScotsMusic/TweedsydeGtrD,guitarloot,'Mr Beck' - Balcarrers Lute Book,Tweedsyde,6,delcamp:guitarloot,6,dummy-v0,0.000,0.000,0.958,0.042,0.000,0.000
guitarloot:Scores/SpanishMusic/Payssanos2.iPad,guitarloot,Santiago de Murcia,Payssanos,7,delcamp:guitarloot,8,dummy-v0,0.003,0.314,0.183,0.117,0.365,0.018
guitarloot:Scores/Trios/SuiteV.Eminor.Marais.Gtrs,guitarloot,Marin Marais,Suite in E minor,,,7,dummy-v0,0.288,0.006,0.042,0.664,0.000,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n01/aguado-op11n01#movement01,mutopia,D. Aguado,Les Favorites,,,7,dummy-v0,0.000,0.124,0.143,0.624,0.109,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n02/aguado-op11n02#movement01,mutopia,D. Aguado,Les Favorites,,,7,dummy-v0,0.000,0.220,0.272,0.446,0.062,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n03/aguado-op11n03#movement01,mutopia,D. Aguado,Les Favorites,,,7,dummy-v0,0.000,0.212,0.189,0.546,0.054,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n04/aguado-op11n04#movement01,mutopia,D. Aguado,Les Favorites,,,7,dummy-v0,0.000,0.210,0.210,0.529,0.050,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n05/aguado-op11n05#movement01,mutopia,D. Aguado,Les Favorites,,,7,dummy-v0,0.000,0.147,0.186,0.584,0.083,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n06/aguado-op11n06#movement01,mutopia,D. Aguado,Les Favorites,,,5,dummy-v0,0.001,0.338,0.267,0.330,0.064,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n07/aguado-op11n07#movement01,mutopia,D. Aguado,Les Favorites,,,7,dummy-v0,0.000,0.128,0.287,0.549,0.036,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n08/aguado-op11n08#movement01,mutopia,D. Aguado,Les Favorites,,,7,dummy-v0,0.000,0.146,0.150,0.584,0.119,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n09/aguado-op11n09#movement01,mutopia,D. Aguado,Les Favorites,,,7,dummy-v0,0.000,0.153,0.239,0.560,0.049,0.000
mutopia:ftp/AguadoD/O11/aguado-op11n10/aguado-op11n10#movement01,mutopia,D. Aguado,Les Favorites,,,5,dummy-v0,0.002,0.553,0.186,0.240,0.019,0.000
mutopia:ftp/AguadoD/O3/aguado-op03n01/aguado-op03n01#movement01,mutopia,D. Aguado,8 Petites Pièces,,,7,dummy-v0,0.000,0.124,0.176,0.624,0.075,0.000
mutopia:ftp/AguadoD/O3/aguado-op03n02/aguado-op03n02#movement01,mutopia,D. Aguado,8 Petites Pièces,,,7,dummy-v0,0.000,0.140,0.169,0.607,0.085,0.000
mutopia:ftp/AguadoD/O3/aguado-op03n03/aguado-op03n03#movement01,mutopia,D. Aguado,8 Petites Pièces,,,5,dummy-v0,0.004,0.433,0.110,0.356,0.096,0.000
mutopia:ftp/AguadoD/O3/aguado-op03n04/aguado-op03n04#movement01,mutopia,D. Aguado,8 Petites Pièces,,,5,dummy-v0,0.012,0.483,0.186,0.294,0.024,0.000
mutopia:ftp/AguadoD/O3/aguado-op03n05/aguado-op03n05#movement01,mutopia,D. Aguado,8 Petites Pièces,,,7,dummy-v0,0.000,0.077,0.154,0.715,0.054,0.000
mutopia:ftp/AguadoD/O3/aguado-op03n07/aguado-op03n07#movement01,mutopia,D. Aguado,8 Petites Pièces,,,5,dummy-v0,0.003,0.370,0.238,0.326,0.063,0.000
mutopia:ftp/AguadoD/O3/aguado-op03n08/aguado-op03n08#movement01,mutopia,D. Aguado,8 Petites Pièces,,,7,dummy-v0,0.000,0.156,0.151,0.501,0.192,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No1/AguadoOp4No1#movement01,mutopia,Dionisio Aguado,"Six Petites Pièces, No. 1",5,dummy-advisor-v0,3,dummy-v0,0.599,0.314,0.023,0.042,0.022,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No1/AguadoOp4No1#movement02,mutopia,Dionisio Aguado,"Six Petites Pièces, No. 1",6,dummy-advisor-v0,5,dummy-v0,0.126,0.609,0.159,0.082,0.024,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No2/AguadoOp4No2#movement01,mutopia,Dionisio Aguado,"Six Petites Pièces, No. 2",5,dummy-advisor-v0,5,dummy-v0,0.089,0.288,0.166,0.273,0.184,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No2/AguadoOp4No2#movement02,mutopia,Dionisio Aguado,"Six Petites Pièces, No. 2",6,dummy-advisor-v0,7,dummy-v0,0.000,0.134,0.127,0.561,0.178,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No3/AguadoOp4No3#movement03,mutopia,Dionisio Aguado,Six Petites Pièces,6,dummy-advisor-v0,5,dummy-v0,0.023,0.538,0.170,0.177,0.092,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No3/AguadoOp4No3#movement04,mutopia,Dionisio Aguado,Six Petites Pièces,5,dummy-advisor-v0,5,dummy-v0,0.011,0.592,0.158,0.196,0.043,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No4/AguadoOp4No4#movement03,mutopia,Dionisio Aguado,"Six Petites Pièces, No. 4",5,dummy-advisor-v0,5,dummy-v0,0.104,0.618,0.133,0.110,0.034,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No4/AguadoOp4No4#movement04,mutopia,Dionisio Aguado,"Six Petites Pièces, No. 4",6,dummy-advisor-v0,5,dummy-v0,0.012,0.580,0.156,0.181,0.071,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No5/AguadoOp4No5#movement03,mutopia,Dionisio Aguado,Six Petites Pièces,3,dummy-advisor-v0,3,dummy-v0,0.755,0.239,0.005,0.001,0.000,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No5/AguadoOp4No5#movement04,mutopia,Dionisio Aguado,Six Petites Pièces,,,7,dummy-v0,0.000,0.129,0.126,0.698,0.046,0.000
mutopia:ftp/AguadoD/O4/AguadoOp4No6/AguadoOp4No6#movement02,mutopia,Dionisio Aguado,"Six Petites Pièces, No. 6",,,7,dummy-v0,0.000,0.265,0.238,0.487,0.009,0.000
mutopia:ftp/AguadoD/aminor-study/aminor-study#movement01,mutopia,Dionisio Aguado,Study in A Minor,3,dummy-advisor-v0,3,dummy-v0,0.994,0.001,0.002,0.001,0.001,0.000
mutopia:ftp/AguadoD/g-major-allegro/g-major-allegro#movement01,mutopia,D. Aguado,Allegro,,,7,dummy-v0,0.000,0.122,0.164,0.663,0.052,0.000
mutopia:ftp/Anonymous/spanish-romance/spanish-romance#movement01,mutopia,Anonymous,Spanish Romance,5,dummy-advisor-v0,5,dummy-v0,0.000,0.840,0.064,0.073,0.024,0.000
mutopia:ftp/BachJS/BWV1006a/bwv-1006a_1g/bwv-1006a_1g#movement01,mutopia,Johann Sebastian Bach,Suite E-Dur - BWV 1006a,6,dummy-advisor-v0,6,dummy-v0,0.422,0.062,0.455,0.036,0.002,0.022
mutopia:ftp/BachJS/BWV1006a/bwv-1006a_2g/bwv-1006a_2g#movement01,mutopia,Johann Sebastian Bach,Suite E-Dur - BWV 1006a,6,dummy-advisor-v0,6,dummy-v0,0.000,0.000,0.999,0.001,0.000,0.000
mutopia:ftp/BachJS/BWV1006a/bwv-1006a_3g/bwv-1006a_3g#movement01,mutopia,Johann Sebastian Bach,Suite E-Dur - BWV 1006a,7,dummy-advisor-v0,6,dummy-v0,0.006,0.025,0.786,0.137,0.018,0.028
mutopia:ftp/BachJS/BWV1006a/bwv-1006a_4g/bwv-1006a_4g#movement01,mutopia,Johann Sebastian Bach,Suite E-Dur - BWV 1006a,,,6,dummy-v0,0.003,0.095,0.754,0.108,0.039,0.001
mutopia:ftp/BachJS/BWV1006a/bwv-1006a_5g/bwv-1006a_5g#movement01,mutopia,Johann Sebastian Bach,Suite E-Dur - Suite BWV 1006a,,,5,dummy-v0,0.015,0.386,0.305,0.161,0.132,0.001
mutopia:ftp/BachJS/BWV1006a/bwv-1006a_6g/bwv-1006a_6g#movement01,mutopia,Johann Sebastian Bach,Suite E-Dur - Suite BWV 1006a,,,6,dummy-v0,0.230,0.226,0.295,0.080,0.168,0.001
mutopia:ftp/BachJS/BWV1006a/bwv-1006a_7g/bwv-1006a_7g#movement01,mutopia,Johann Sebastian Bach,Suite E-Dur - Suite BWV 1006a,,,5,dummy-v0,0.274,0.307,0.270,0.055,0.091,0.003
mutopia:ftp/BachJS/BWV997/bwv997-01prelude/bwv997-01prelude#movement01,mutopia,Johann Sebastian Bach,Suite in C Minor for Lute (trans. to A minor),,,6,dummy-v0,0.000,0.000,0.983,0.017,0.000,0.000
mutopia:ftp/BachJS/BWV997/bwv997-02fuga/bwv997-02fuga#movement01,mutopia,Johann Sebastian Bach,Suite in C Minor for Lute (trans. to A minor),,,3,dummy-v0,0.770,0.147,0.067,0.015,0.000,0.000
mutopia:ftp/BachJS/BWV997/bwv997-03sarabande/bwv997-03sarabande#movement01,mutopia,Johann Sebastian Bach,Suite in C Minor for Lute (trans. to A minor),,,7,dummy-v0,0.153,0.152,0.197,0.388,0.100,0.010
mutopia:ftp/BachJS/BWV997/bwv997-04gigue/bwv997-04gigue#movement01,mutopia,Johann Sebastian Bach,Suite in C Minor for Lute (trans. to A minor),,,6,dummy-v0,0.000,0.000,0.944,0.056,0.000,0.000
mutopia:ftp/BachJS/BWV997/bwv997-05double/bwv997-05double#movement01,mutopia,Johann Sebastian Bach,Suite in C Minor for Lute (trans. to A minor),,,3,dummy-v0,0.833,0.141,0.019,0.007,0.001,0.000
mutopia:ftp/BachJS/BWV999/Bach_Prelude_BWV999/Bach_Prelude_BWV999#movement01,mutopia,J.S. Bach,Prelude,5,dummy-advisor-v0,3,dummy-v0,0.424,0.398,0.116,0.049,0.012,0.000
mutopia:ftp/BrahmsJ/O39/brahms-vals3/brahms-vals3#movement01,mutopia,J. Brahms,Vals no. 3,,,3,dummy-v0,0.516,0.395,0.060,0.013,0.015,0.000
mutopia:ftp/BrahmsJ/O39/brahms-vals3/brahms-vals3#movement02,mutopia,J. Brahms,Vals no. 3,,,3,dummy-v0,0.524,0.447,0.022,0.003,0.003,0.000
mutopia:ftp/BrahmsJ/O39/brahms-vals9/brahms-vals9#movement01,mutopia,J. Brahms,Vals no. 9,,,5,dummy-v0,0.003,0.733,0.149,0.067,0.049,0.000
mutopia:ftp/BrahmsJ/O39/brahms-vals9/brahms-vals9#movement02,mutopia,J. Brahms,Vals no. 9,,,5,dummy-v0,0.004,0.861,0.093,0.027,0.015,0.000
mutopia:ftp/CarcassiM/O26/carcassi-op26-01/carcassi-op26-01#movement01,mutopia,Mateo Carcassi,Six Caprices,,,5,dummy-v0,0.129,0.360,0.309,0.181,0.021,0.000
mutopia:ftp/CarcassiM/O26/carcassi-op26-03/carcassi-op26-03#movement01,mutopia,Mateo Carcassi,Six Caprices,,,3,dummy-v0,0.490,0.139,0.198,0.147,0.025,0.000
mutopia:ftp/CarcassiM/O26/carcassi-op26-04/carcassi-op26-04#movement01,mutopia,Mateo Carcassi,Six Caprices,,,6,dummy-v0,0.276,0.138,0.448,0.116,0.022,0.000
mutopia:ftp/CarcassiM/O26/carcassi-op26-05/carcassi-op26-05#movement01,mutopia,Mateo Carcassi,Six Caprices,,,3,dummy-v0,0.940,0.013,0.028,0.012,0.007,0.000
mutopia:ftp/CarcassiM/O26/carcassi-op26-06/carcassi-op26-06#movement01,mutopia,Mateo Carcassi,Caprice No. 6,,,3,dummy-v0,0.973,0.011,0.011,0.004,0.001,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-01/carcassi-op60-01#movement02,mutopia,Matteo Carcassi,Etude 1,,,3,dummy-v0,0.689,0.293,0.017,0.001,0.000,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-02/carcassi-op60-02#movement01,mutopia,Mateo Carcassi,Etude 2,,,3,dummy-v0,0.997,0.001,0.001,0.000,0.001,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-03/carcassi-op60-03#movement02,mutopia,Matteo Carcassi,Etude 3,,,3,dummy-v0,0.909,0.080,0.005,0.003,0.001,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-04/carcassi-op60-04#movement01,mutopia,Mateo Carcassi,Etude 4,,,5,dummy-v0,0.149,0.511,0.148,0.127,0.066,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-05/carcassi-op60-05#movement01,mutopia,Mateo Carcassi,Etude 5,,,5,dummy-v0,0.026,0.669,0.215,0.063,0.028,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-06/carcassi-op60-06#movement01,mutopia,Mateo Carcassi,Etude 6,,,3,dummy-v0,0.897,0.081,0.017,0.004,0.001,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-07/carcassi-op60-07#movement01,mutopia,Matteo Carcassi,Etude 7,,,3,dummy-v0,0.999,0.001,0.000,0.000,0.000,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-08/carcassi-op60-08#movement01,mutopia,Matteo Carcassi,Etude 8,,,3,dummy-v0,0.934,0.064,0.002,0.000,0.000,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-10/carcassi-op60-10#movement01,mutopia,Mateo Carcassi,Etude 10,,,7,dummy-v0,0.000,0.258,0.244,0.299,0.199,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-11/carcassi-op60-11#movement01,mutopia,Mateo Carcassi,Etude 11,,,3,dummy-v0,0.701,0.153,0.091,0.045,0.010,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-12/carcassi-op60-12#movement01,mutopia,Mateo Carcassi,Etude 12,,,3,dummy-v0,0.982,0.002,0.011,0.002,0.002,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-13/carcassi-op60-13#movement01,mutopia,Mateo Carcassi,Etude 13,,,5,dummy-v0,0.000,0.533,0.194,0.259,0.014,0.000
mutopia:ftp/CarcassiM/O60/carcassi-op60-14/carcassi-op60-14#movement01,mutopia,Mateo Carcassi,Etude 14,,,5,dummy-v0,0.061,0.467,0.233,0.141,0.097,0.000
